Fecha;Cliente;Autor;Tweet
2021-10-14 18:44:30;Twitter for Android;ElTimeLaPalma;RT: Las cenizas del volcan de La Palma levantan montanas en las casas de Las Manchas, hara falta mucho esfuerzo para retirarla. #lapalma #noticiaslapalma #terremotoslapalma #volcanlasmanchas #urgencaislapalma #emergencialapalma #lavalapalma #vigilancialapalma https://t.co/NssiweCBgf
2021-10-14 18:44:29;Twitter for Android;i_ameztoy;"RT: #LaPalma🌋| Evolucion de los niveles de Dioxido de azufre (SO2) desde el inicio de la erupcion hasta el 12 de octubre. Fijaros tambien en el ""chispazo"" del #Etna (22/09) [Valores maximos de ventanas de 4 dias con progresion de un dia] @CopernicusEU #Sentinel5p 🛰�? #ErupcionLaPalma https://t.co/o2pSqxp7b6"
2021-10-14 18:44:25;Twitter for Android;VolcansCanarias;RT: ¿Sabias que el color de las columnas de gases nos pueden dar informacion de su origen? Te ayudamos a interpretarlos en esta infografia. @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/4Vd09RbVkO
2021-10-14 18:44:23;Twitter for iPhone;GuillerCil;¡Acojonante! 😱😰 #VolcandeLaPalma #ErupcionLaPalma https://t.co/REfHCCOpDd
2021-10-14 18:43:59;Twitter for Android;RTVCes;RT: 👉 ¿Quienes estan detras de la realidad virtual de Television Canaria? Fernando, Yaiza y Carlos son los que hacen la magia que disfrutamos cada noche en @unahoramenostv. Los hemos conocido en @GenteFantastica #VolcandeLaPalma #ErupcionLaPalma https://t.co/MWVeyuuJ99
2021-10-14 18:43:56;Twitter Web App;RTVCes;RT: 👉 ¿Quienes estan detras de la realidad virtual de Television Canaria? Fernando, Yaiza y Carlos son los que hacen la magia que disfrutamos cada noche en @unahoramenostv. Los hemos conocido en @GenteFantastica #VolcandeLaPalma #ErupcionLaPalma https://t.co/MWVeyuuJ99
2021-10-14 18:43:51;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:43:47;Twitter Web App;EcologicaGobCan;RT: 💦La Consejeria trabaja para acelerar los plazos de la puesta en funcionamiento de las dos #desaladoras portatiles que ya se estan instalando en la zona de #PuertoNaos para garantizar la supervivencia de las plantaciones de la zona afectada por el volcan. https://t.co/mX1sUnKYzk
2021-10-14 18:43:45;Twitter Web App;BomberosTf;RT: 🔴 A esta hora de la tarde esta es la situacion en la que se encuentra la zona de El Corazoncillo en #ErupcionLaPalma 🌋 El operativo de #BomberosTF 🚒 seguira con labores de limpieza de ceniza en los tejados de las casas, sobre todo, en techos planos �?� @112canarias @CabLaPalma https://t.co/GdBRrUjvVU
2021-10-14 18:43:43;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:43:41;Twitter for Android;7IslasCanarias;RT: 🌋Ayer, 13 de octubre, mediante realidad virtual, el programa @unahoramenostv actualizo la situacion del volcan (coladas, movimientos sismicos, etc.). Como siempre, con las explicaciones didacticas de @victorioperezm. #ErupcionLaPalma #VolcanLaPalma https://t.co/43IYBDwJZ8
2021-10-14 18:43:19;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:43:15;Twitter for Android;involcan;RT: Imagenes de la erupcion de #lapalma a las 12.30 hora canaria / Images of the #lapalma eruption at 12.30 p.m. Canarian time #erupcionlapalma #lapalmaeruption https://t.co/baRHoU6y88
2021-10-14 18:43:07;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:42:30;Twitter Web App;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:42:28;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:42:01;Twitter for Android;guardiacivil;RT: De noche tambien hacemos mediciones de gas en la zona de la #ErupcionLaPalma. En este caso fue un guardia civil de la Agrupacion de Reserva y Seguridad (ARS) en el que realiza la operacion para verificar que los parametros se encuentran dentro de los niveles aceptables. https://t.co/kN8eOcax2k
2021-10-14 18:41:45;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:41:36;Twitter Web App;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:41:30;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:41:18;Twitter Web App;AnselmoPestana;RT: Esta tarde ha atracado en el #PuertodeTazacorte el barco Tommaso S que contribuira a llevar agua para riego en la zona de la Costa del Valle de Aridane. Puesto a disposicion por el @mitecogob, la embarcacion se suma al operativo de dos desaladoras de Puerto Naos. #ErupcionLaPalma https://t.co/dud8775btD
2021-10-14 18:41:14;Twitter for Android;PPparcan;"RT: 📽�?@AustraliaPP pide a @PresiCan celeridad a la hora de entregar las ayudas por #ErupcionLaPalma, para que no queden solo en el papel y lleguen cuanto antes a los damnificados. ""No puede ser que los palmeros, ademas de enfrentarse a la erupcion, tengan que hacerlo a la burocracia"" https://t.co/Y9FPUDIuWv"
2021-10-14 18:41:14;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:41:13;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:41:12;Twitter for Android;i_ameztoy;"RT: #LaPalma 🌋 | Una imagen vale mas que mil palabras  A picture is worth a thousand words - Mucho animo a todos lo afectados. Por una ayuda rapida y efectiva - Fuente: #OpenData #LaPalma | #LaPalmaEruption #ErupcionLaPalma #volcanCumbreVieja https://t.co/A6uYLIEkRb"
2021-10-14 18:41:12;Twitter for Android;PPparcan;"RT: 📽�?@AustraliaPP recuerda a Torres que es Pedro Sanchez quien tiene que pedir las ayudes europeas para catastrofes como #ErupcionLaPalma y le recomienda que este encima del presidente para que no se ""despiste"" como ocurrio con la tormenta #Filomena ""La Palma no puede esperar""👇 https://t.co/mVV3bfclE1"
2021-10-14 18:41:09;WordPress.com;lapalma_INFO;El momento del que todo el mundo habla. Un #TimeLapse del momento de la rotura del cono eruptivo. #Break #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma gerardojedafoto #lapalma https://t.co/5vaGzZogvN
2021-10-14 18:41:08;WordPress.com;lastnewsESP;El momento del que todo el mundo habla. Un #TimeLapse del momento de la rotura del cono eruptivo. #Break #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma gerardojedafoto #lapalma https://t.co/jY2avvxUGl
2021-10-14 18:40:46;Twitter for Android;tiempobrasero;En color rosa, la ultima zona afectada por la #lava Ese es el barrio donde la #colada sigue tragandose casas, cultivos, el campo de futbol, etc... El resto de coladas parece que no reciben mas aportes de lava #VolcandeLaPalma #Erupcion #LaPalma #Lapalmaerupcion https://t.co/gVYvjAMt4P
2021-10-14 18:40:45;Twitter for iPhone;felixdiazhdez;RT: Un amigo palmero, de Los Llanos concretamente, me decia hoy: “En La Palma necesitamos una alegria�?, una esperanza ante un futuro incierto banado ahora en ceniza de volcan. Dejandole hablar deslizo la celebracion de un gran concierto benefico en la isla. #ErupcionLaPalma
2021-10-14 18:40:33;Twitter Web App;AnselmoPestana;RT: Esta tarde ha atracado en el #PuertodeTazacorte el barco Tommaso S que contribuira a llevar agua para riego en la zona de la Costa del Valle de Aridane. Puesto a disposicion por el @mitecogob, la embarcacion se suma al operativo de dos desaladoras de Puerto Naos. #ErupcionLaPalma https://t.co/dud8775btD
2021-10-14 18:40:18;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:40:14;Twitter for Android;JavierApophis;RT: 🔴El momento del que todo el mundo habla. Un #TimeLapse del momento de la rotura del cono eruptivo. #Break #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma 📽�? gerardojedafoto https://t.co/wzI28OWASW
2021-10-14 18:40:13;Twitter for Android;jacobpetrus_tve;RT: Desde las 00h y hasta las 08h ((hora peninsular)) se han producido mas de 80 terremotos bajo la isla de La Palma, la gran mayoria a mas de 10 kilometros de profundidad. A las 01:27 UTC se ha producido el mas intenso desde que empezo la erupcion, de magnitud 4.5. #Lapalmaerupcion https://t.co/YWX5xaRjOQ
2021-10-14 18:40:05;Twitter for Android;unahoramenostv;RT: 🌋 Mediante realidad virtual actualizamos la situacion del volcan a dia de hoy, 13 de octubre (Coladas, movimientos sismicos, etc.). Con las explicaciones de @victorioperezm. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/eppTqX9OTG
2021-10-14 18:39:53;Twitter Web App;VolcansCanarias;RT: ¿Sabias que el color de las columnas de gases nos pueden dar informacion de su origen? Te ayudamos a interpretarlos en esta infografia. @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/4Vd09RbVkO
2021-10-14 18:39:21;Twitter for iPhone;ivanlesa;RT: 📷🌋 El volcan en la Isla de La Palma sobre la torre de la Iglesia de Nuestra Senora de Bonanza 💪#FuerzaLaPalma #IslaBonita #LaPalma #masFuertesQueElVolcan #ErupcionLaPalma #LaPalmaEruption #VolcandeLaPalma #volcanCumbreVieja 🇮🇨 #IslasCanarias https://t.co/Y9IJH3PPlC
2021-10-14 18:38:55;Twitter for Android;unahoramenostv;RT: 🌋 Recreamos con realidad virtual el paso de una de las coladas de lava por el poligono industrial Callejon de La Gata y los posibles efectos que puede causar. Con las explicaciones de @victorioperezm. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/FAr4Z42LHi
2021-10-14 18:38:40;Twitter for Android;AntonioUriz;RT: Una noche mas, la COLADA de LAVA sigue su CAMINO, LENTA y DESTRUCTIVA. Nada, queda atras. Algunos barrios de “LOS LLANOS�? y “EL PASO�? se han quedado sin luz. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/cGEMrwyhnM
2021-10-14 18:38:16;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:38:09;Twitter for Android;PSOECanarias;"RT: �?��? @avtorresp valora la unidad de accion ante #erupcionLaPalma ""He sentido el calor de todos los grupos parlamentarios y de toda la isla de #LaPalma"" #PlenoParCan https://t.co/hmw8eJ8mi8"
2021-10-14 18:37:56;Twitter for Android;amaregar;Difusion Urgente Dicen que no se puede rescatarles Nosotros decimos que no se puede dejarles morir En Espana no existan protocolos y refugios para rescatar tanto a animales como a personas A la familia no se abandona #NoSinEllos #ErupcionLaPalma Vineta @pacocatt https://t.co/b58pOVblbq
2021-10-14 18:37:53;WordPress.com;lapalma_INFO;¡Acojonante! #VolcandeLaPalma #ErupcionLaPalma #lapalma https://t.co/s1nhFHi3w6
2021-10-14 18:37:53;WordPress.com;lastnewsESP;¡Acojonante! #VolcandeLaPalma #ErupcionLaPalma #lapalma https://t.co/Wve5FMgEw1
2021-10-14 18:37:48;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:37:36;Twitter Web App;saraylapalma;RT: Anado, Protectoras, veterinarios, voluntarios.... Vecinos y agentes del #Seprona continuan rescatando animales perdidos tras el volcan. #AnimalesLaPalma #rescateanimalesdelvolcan #LaPalma #erupcionlapalma #VolcanLaPalma https://t.co/PjAX5lBGk4
2021-10-14 18:37:34;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:37:33;Twitter for Android;unahoramenostv;RT: 🌋 Hoy viajamos en el tiempo con @victorioperezm para conocer el punto caliente que, 25 millones de anos atras, fue el origen de la formacion de nuestras islas 🇮🇨. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/yk8bOok6mC
2021-10-14 18:37:08;Twitter Web App;Defensagob;RT: 40 militares del @EjercitoTierra del Regimiento de Artilleria de Campana 93 de la Brigada de Canarias se unen a los 190 efectivos de la @UMEgob en los trabajos de retirada de la ceniza de los tejados causada por la #ErupcionLaPalma 🌋. #SiempreConVosotrosFAS https://t.co/JZ3D6sgqUt
2021-10-14 18:36:40;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:36:30;Twitter Web App;AntonioUriz;RT: VOLCaN, CUMBRE VIEJA y su DESTRUCCIoN. IMaGENES TOMADAS con DRON, 12.00h, HORA LOCAL (13/10). • 666 Ha AFECTADAS. • 1.458 EDIFICACIONES DESTRUIDAS. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/XhQXWsFVK2
2021-10-14 18:36:29;Twitter for Android;PrensaNC;RT: .@LuisCamposj llama al Gobierno a liderar una planificacion coordinada sobre los distintos escenarios tras la #ErupcionLaPalma ➡�?Refiere planes sobre el planeamiento, las infraestructuras, las necesidades del tejido productivo y asesoramiento 👉�?�?https://t.co/KsyUub9WOF https://t.co/GGv2uNf55w
2021-10-14 18:36:07;Twitter for iPhone;RTVCes;¡Acojonante! 😱😰 #VolcandeLaPalma #ErupcionLaPalma https://t.co/REfHCCOpDd
2021-10-14 18:36:07;Twitter Web App;saraylapalma;RT: #URGENTE Enviar un privado a https://t.co/RucE3M1McM Y RT POR FAVOR �? #AnimalesLaPalma #rescateanimalesdelvolcan #LaPalma #erupcionlapalma #VolcanLaPalma #Solidaridad #perros #gatos #Dog #Cat #acogida #emergencialapalma #Canarias #canaryisland #isladelapalma #IslasCanarias https://t.co/nFEh8tSaSV
2021-10-14 18:35:54;Twitter Web App;112canarias;Llegada de una patera por sus medios a #LANZAROTE, zona comprendida entre Caleton Blanco y Muelle de orzola, con 40 personas de origen magrebi en buen estado general. En el grupo venian dos menores y una mujer.
2021-10-14 18:35:43;Twitter for Android;unahoramenostv;RT: 🌋 Recordamos el volcan submarino de El Hierro, surgido hace 10 anos, con una nueva realidad virtual explicada por @victorioperezm. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/MSg368G4rp
2021-10-14 18:35:28;Twitter for Android;CruzRojaProvTfe;[#ErupcionLaPalma]🌋 Hoy, #PEVOLCA ha ordenado nuevas evacuaciones, por lo que inmediatamente se han movilizado nuestros Equipos de Emergencia, en apoyo a las tareas de desalojo, traslados y filiacion de personas, para su posterior derivacion al recurso alojativo temporal. https://t.co/GO50ZoIinq
2021-10-14 18:35:00;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:34:46;Twitter Web App;ArchipielagoRNE;RT: 🔴 #ErupcionLaPalma | Ya esta en el puerto de Tazacorte el buque cisterna con agua para regadio. 🎙�? @SampedroHele ▶�? https://t.co/6jNPRjrvCX https://t.co/IPep6SVR90
2021-10-14 18:34:27;Twitter for Android;unahoramenostv;RT: 🌋🛫 ¿Como afectan las cenizas volcanicas a los diferentes tipos de aviones? Lo explica @victorioperezm en una nueva realidad virtual. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/ftHFRn8uza
2021-10-14 18:34:14;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:34:07;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:33:48;Twitter for Android;AntonioUriz;RT: Una noche mas, la COLADA de LAVA sigue su CAMINO, LENTA y DESTRUCTIVA. Nada, queda atras. Algunos barrios de “LOS LLANOS�? y “EL PASO�? se han quedado sin luz. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/cGEMrwyhnM
2021-10-14 18:33:34;Twitter for Android;felixdiazhdez;RT: Un amigo palmero, de Los Llanos concretamente, me decia hoy: “En La Palma necesitamos una alegria�?, una esperanza ante un futuro incierto banado ahora en ceniza de volcan. Dejandole hablar deslizo la celebracion de un gran concierto benefico en la isla. #ErupcionLaPalma
2021-10-14 18:33:14;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:33:01;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:32:55;Twitter for Android;unahoramenostv;RT: 🌋 El estado actual del volcan explicado por @victorioperezm en una nueva realidad virtual (humo, cenizas, colada, movimientos sismicos...). #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/UXUT52CzTL
2021-10-14 18:31:42;Twitter for Android;AntonioUriz;RT: IMaGENES de la ERUPCIoN a las 20,40h HORA CANARIA desde “LAS MANCHAS�?. La LAVA del VOLCaN, CUMBRE VIEJA, SALE a una ENORME VELOCIDAD. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/5ZVFmqLMdW
2021-10-14 18:31:39;WordPress.com;lapalma_INFO;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma #lapalma #lapalma https://t.co/0nWeRLSy0L
2021-10-14 18:31:38;WordPress.com;lastnewsESP;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma #lapalma #lapalma https://t.co/STMfrJ8kYZ
2021-10-14 18:31:36;Twitter for Android;AntonioUriz;RT: VOLCaN, CUMBRE VIEJA y su DESTRUCCIoN. IMaGENES TOMADAS con DRON, 12.00h, HORA LOCAL (13/10). • 666 Ha AFECTADAS. • 1.458 EDIFICACIONES DESTRUIDAS. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/XhQXWsFVK2
2021-10-14 18:31:32;Twitter for Android;unahoramenostv;RT: 🌋 Una nueva colada ha surgido en el volcan de La Palma tras desviarse del camino de la principal. Lo explica @victorioperezm en una nueva realidad virtual. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/QiswgzZpo0
2021-10-14 18:31:32;Twitter for Android;AntonioUriz;RT: Una noche mas, la COLADA de LAVA sigue su CAMINO, LENTA y DESTRUCTIVA. Nada, queda atras. Algunos barrios de “LOS LLANOS�? y “EL PASO�? se han quedado sin luz. #ErupcionLaPalma #FUERZALaPalma #FUERZACanarias https://t.co/cGEMrwyhnM
2021-10-14 18:31:22;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:30:55;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:30:48;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:30:43;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:30:19;Twitter for Android;unahoramenostv;RT: 🌋 @victorioperezm explica en una nueva realidad virtual como y por que se forman los tubos volcanicos cuando los volcanes entran en erupcion. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/dLnlvv1O71
2021-10-14 18:30:16;Twitter for Android;112canarias;RT: 🔴#ErupcionLaPalma La colada principal esta casi paralizada y la del noroeste, con mayor aporte de lava, obliga a nuevas evacuaciones ➡�? La superficie afectada supera las 674 hectareas, 34 mas que ayer https://t.co/SlWWG3KJWN https://t.co/fLLVzLGkOK
2021-10-14 18:30:09;Twitter Web App;IGNSpain;RT: 📹 Video de ayer del paso del rio de lava desde la ladera norte del #VolcandeLaPalma. #IGNSpain #VolcanLaPalma #ErupcionLaPalma @mitmagob @CabLaPalma @DgCanarias @IGME1849 @IGeociencias @VolcansCanarias @RTVCes https://t.co/naisBgSNR6
2021-10-14 18:29:40;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:28:39;Twitter for Android;unahoramenostv;RT: 🌋🌊 Llevamos al gran Jose Mangas a las profundidades marinas en una nueva realidad virtual para que nos explique que hay en ellas con la fajana que se ha creado con la llegada de la lava al mar. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/qXxy5pyoER
2021-10-14 18:28:35;WordPress.com;lapalma_INFO;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma #lapalma https://t.co/zdwXlJuTIE
2021-10-14 18:28:34;WordPress.com;lastnewsESP;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma #lapalma https://t.co/MTVRdUKJoX
2021-10-14 18:27:49;Twitter for Android;JavierApophis;RT: 🔴Este es el feroz avance de la colada de lava sobre #LaLaguna #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/TRPIpNUiSk
2021-10-14 18:27:36;Twitter for iPhone;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:27:31;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:25:50;Twitter for Android;IGNSpain;RT: 📹 Video de ayer del paso del rio de lava desde la ladera norte del #VolcandeLaPalma. #IGNSpain #VolcanLaPalma #ErupcionLaPalma @mitmagob @CabLaPalma @DgCanarias @IGME1849 @IGeociencias @VolcansCanarias @RTVCes https://t.co/naisBgSNR6
2021-10-14 18:25:49;Twitter for Android;unahoramenostv;RT: 🌋 Asi se formo la isla de La Palma, desde sus origenes hasta nuestros dias. Una nueva realidad virtual explicada por @victorioperezm. #ErupcionLaPalma #VolcanLaPalma @VideoreportCan @RTVCes https://t.co/nwtjPXCPO6
2021-10-14 18:25:38;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:25:30;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:25:25;WordPress.com;lapalma_INFO;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma https://t.co/mF1wz3Dpm7
2021-10-14 18:25:24;WordPress.com;lastnewsESP;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma #lapalma https://t.co/x6a6rKEU4v
2021-10-14 18:25:00;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:24:52;Twitter Web App;112canarias;RT: 🔴#ErupcionLaPalma #PEVOLCA ordena la evacuacion de: ➡�?La zona comprendida en la LP-215 (carretera de La Laguna a Tazacorte), desde el limite con el municipio de Tazacorte senalado en la carretera, hasta el cruce con la LP-213 (carretera a Puerto Naos). https://t.co/v4DUS7bBzh
